start,STATE,LGA,Name of SEEFOR FADAMA Community Association (SFCA),Name of SEEFOR FADAMA User Groups (SFUG),Type of Sub-project Enterprise,CROP PRODUCTION,FISHERY,LIVESTOCK,POULTRY,PROCESSING,MARKETING,RURAL INFRASTRUCTURE,FORESTRY,Total Cost of Sub-Project,IDA Amount,Beneficiary Contribution,Total Amount Disbursed,Date of disbursement,Status of Sub-Project,Duration of Sub-Project Implementation,Total Number of Service Providers,Total number of enterprise beneficiaries,Number of members with access to extension services,People that has access to services support by the SEEFOR FADAMA Project,People that has access to services support by the SEEFOR FADAMA Project/Capacity building services,People that has access to services support by the SEEFOR FADAMA Project/Advisory Services,People that has access to services support by the SEEFOR FADAMA Project/People that have access to rural infrastructure services,People that has access to services support by the SEEFOR FADAMA Project/Input Support,Number of Meetings,Frequency of meetings held by Group,Average Size of Each Members’ Household,Number of Direct Beneficiaries: Male,Number of Direct Beneficiaries: Female,Number of beneficiaries under supported services: Male,Number of beneficiaries under supported services: Female,Number of Indirect Beneficiaries: Male,Number of Indirect Beneficiaries: Female,Number of person employed on permanent basis (Male),Number of person employed on permanent basis (Female),Number of person employed on temporary basis (Male),Number of person employed on temporary basis (Female),Crop Production: Metric Tons per Hecta,Fishery: Number of Kg,Livestock: Number of Livestock,Poultry: Number of Birds,Poultry: Crate of Eggs,Processing: Volume of Produce Processed (Kg),Number of Production Cycle,FUEF Amount Saved,Picture of Sub-project 1,Picture of Sub-project 2,GPS Coordinates of site,_GPS Coordinates of site_latitude,_GPS Coordinates of site_longitude,_GPS Coordinates of site_altitude,_GPS Coordinates of site_precision,Success Stories due to presence of intervention,Do you have any challenges?,"If yes, what is the challenge?",Risk factors,Risk factors/Militancy,Risk factors/Oil Spillage,Risk factors/Flood,Risk factors/Others,"If others, specify?",Name of Data Collector,Signature of Data Collector,Name of SEEFOR FADAMA User Groups (SFUGs),Type of enterprise,Total number of membership,Frequency of meetings held,Number of Male,Number of Female,Frequency of meetings held by Groups,Number of person employed on permanent basis (Male),Number of person employed on permanent basis (Female),Number of person employed on temporary basis (Male),Number of person employed on temporary basis (Female),People that has access to services support by the SEEFOR FADAMA Project,Amount disbursed,Duration of Sub-Project,Total Number of Service Provider,Picture of Site,GIS Coordinates of site,_GIS Coordinates of site_latitude,_GIS Coordinates of site_longitude,_GIS Coordinates of site_altitude,_GIS Coordinates of site_precision,Increase of Agricultural Production for SEEFOR FADAMA,Picture of Sub-project,calculation,Number of Indirect Beneficiaries Male ${calculation},calculation_001,Number of Indirect Beneficiaries Female ${calculation_001},Sustainability Measures,Picture of Sub-project 3,"If yes, specify?",_id,_uuid,_submission_time,_validation_status,_index
2019-10-21T06:27:38.168+01:00,BAYELSA,YENEGOA,EKEKI FADAMA111 SEEFOR COMMUNITY ASSOCIATION,SUCCESS EKEKI FADAMA111 SEEFOR FISH FARMERS CSL,FISHERY,,Fish Pond,,,,,,,1015000,720500,294500,720500,29-09-17,Completed,Above 1 Year,3,10,10,Capacity building services Advisory Services People that have access to rural infrastructure services Input Support,1,1,1,1,12,1,7,5,5,5,5,38,32,0,0,0,0,,1800,,,,,2,30000,1571646303271.jpg,1571646320273.jpg,4.931416666666666 6.300146666666666 3.8 7.4,4.931416667,6.300146667,3.8,7.4,INCREASED INCOME,Yes,POACHING AND HIGH COST OF INPUTS,Flood,0,0,1,0,,ETIMI PIOUS,1571635833395.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39146228,a00b7007-f832-488a-99ea-1aeb3c507aab,2019-10-21T08:26:40,,27
2019-10-02T15:53:52.330+01:00,DELTA,BURUTU,AYAKOROMO,HONESTY ARTISANAL,FISHERY,,Capture Fish,,,,,,,3150000,2295000,855000,2295000,18-08-17,Completed,1 - 3 Months,3,10,0,Capacity building services Advisory Services People that have access to rural infrastructure services,1,1,1,0,18,18,7,7,3,7,3,49,21,0,0,0,0,,,,,,,,45200,1570028166792.jpg,1570028875159.jpg,5.324254999999999 5.743101666666666 -10.7 4.7,5.324255,5.743101667,-10.7,4.7,"GROUP MEMBERS ARE HAPPY WITH THE SUBPROJECT
ABLE TO SUSTAIN WITH FUEF OF N45200",No,,,,,,,,KESTER DIBIA,1570028210556.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38854808,e4951328-9651-4008-89bb-afd96238bc88,2019-10-16T11:03:01,,28
2019-10-21T05:57:10.401+01:00,BAYELSA,YENEGOA,EKEKI FADAMA111 SEEFOR COMMUNITY ASSOCIATION,ATIGBULUZE EKEKI FADAMA111 SEEFOR CSSAVA FARMERS CSL,CROP PRODUCTION,Cassava,,,,,,,,1015000,720500,294500,720500,29-09-17,Completed,Above 1 Year,3,10,10,Capacity building services Advisory Services People that have access to rural infrastructure services Input Support,1,1,1,1,12,1,7,4,6,4,6,38,32,0,0,0,0,30,,,,,30000,2,45000,1571645700170.jpg,1571645718610.jpg,4.930441666666667 6.298956666666667 24.5 7.9,4.930441667,6.298956667,24.5,7.9,INCREASED CASSAVA PRODUCTION,Yes,HIGH COST OF INPUTS,Flood,0,0,1,0,,ETIMI PIOUS,1571634287377.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39145763,8d9cf3dc-e3e6-49fb-9fd8-a748c41ad39f,2019-10-21T08:16:26,,29
2019-10-18T17:10:20.373+01:00,BAYELSA,YENEGOA,IGBOGENE FADAMA111 SEEFOR COMMUNITY ASSOCIATION,AGBILAUGOGO VIE IGBOGENE FADAMA111 SEEFOR CASSAVA FARMERS CSL,CROP PRODUCTION,Cassava,,,,,,,,922664,654964,267700,654964,27-09-17,Completed,Above 1 Year,3,10,10,Capacity building services Advisory Services People that have access to rural infrastructure services Input Support,1,1,1,1,12,1,7,5,5,5,5,37,33,0,0,0,0,30,,,,,30000,2,45000,1571416971046.jpg,1571416956307.jpg,5.055813333333333 6.386219999999999 3.3 7.5,5.055813333,6.38622,3.3,7.5,INCREASED INCOME,Yes,HIGH COST OF INPUTS,Flood,0,0,1,0,,ETIMI PIOUS,1571415254306.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39145756,8bc955d3-53ea-4bee-9916-6240d1648e99,2019-10-21T08:16:18,,30
2019-10-18T17:00:44.314+01:00,BAYELSA,YENEGOA,IGBOGENE FADAMA111 SEEFOR COMMUNITY ASSOCIATION,EBI_VIC IGBOGENE FADAMA111 SEEFOR CASSAVA FARMERS CSL,CROP PRODUCTION,Cassava,,,,,,,,922664,654964,267700,654964,27-09-17,Completed,Above 1 Year,3,10,10,Capacity building services Advisory Services People that have access to rural infrastructure services Input Support,1,1,1,1,12,1,7,4,6,4,6,38,32,0,0,0,0,30,,,,,30000,2,65000,1571417136456.jpg,1571417121715.jpg,5.055941666666667 6.386631666666667 3.4 7.5,5.055941667,6.386631667,3.4,7.5,INCREASED CASSAVA AND CASSAVA PRODUCES,Yes,DIFFICULTIES ACCESSING OTHER FUG FARMS AND HIGH COST OF INPUTS,Flood,0,0,1,0,,ETIMI PIOUS,1571415013605.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39145745,0f8e9866-8fe4-4b96-8ebe-f1b69a3d2c24,2019-10-21T08:16:09,,31
2019-10-18T16:45:00.762+01:00,BAYELSA,YENEGOA,IGBOGENE FADAMA111 SEEFOR COMMUNITY ASSOCIATION,SEIGHA IGBOGENE FADAMA122 SEEFOR CASSAVA FARMERS CSL,CROP PRODUCTION,Cassava,,,,,,,,923564,654964,267000,654964,27-09-17,Completed,Above 1 Year,3,10,10,Capacity building services Advisory Services People that have access to rural infrastructure services Input Support,1,1,1,1,12,1,7,6,4,6,4,35,35,0,0,0,0,30,,,,,30000,2,60000,1571417232915.jpg,1571417251493.jpg,5.0563416666666665 6.386965 2.8 7.5,5.056341667,6.386965,2.8,7.5,INCREASED INCOME,Yes,"HIGH COST OF INPUTS, DIFFICULTIES ACCESSING OTHER FUG FARMS",Flood,0,0,1,0,,ETIMI PIOUS,1571414437355.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39145740,f4fc7cc4-f8d2-4688-b8af-c5f9e8013fd4,2019-10-21T08:16:04,,32
2019-09-26T14:25:26.566+01:00,DELTA,BOMADI,EZEBIRI,DIVINE FAVOUR FISH FARMERS,FISHERY,,Fish Pond,,,,,,,4620000,3024000,1596000,3024000,15-01-18,Completed,4 - 6 Months,3,10,10,Capacity building services Advisory Services People that have access to rural infrastructure services Input Support,1,1,1,1,19,1,6,4,6,,,28,42,0,0,0,0,,,,,,,,,,,5.302651666666666 5.793665000000001 10.4 3.6,5.302651667,5.793665,10.4,3.6,,Yes,FLOOD SUBMERGED THEIR FARMS.,Flood,0,0,1,0,,ADOH WILSON P E.,1569504694203.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37728625,99c721ba-f273-424a-b78a-f9d56f00c506,2019-09-26T21:32:09,,33
2019-09-16T10:07:57.552+01,EDO,OREDO,GREAT MIND,ILLUSHI IYEMI OYEMEN,FISHERY,,,,,,,,,928000,634000,294000,634000,16-08-18,Completed,1 - 3 Months,2,10,10,Capacity building services Advisory Services Input Support,1,1,0,1,4,4,24,5,5,5,5,5,3,3,0,5,3,,500,,,,,2,250000,1568625092647.jpg,1568625110893.jpg,6.278891666666667 5.649016666666667 54.7 5.0,6.278891667,5.649016667,54.7,5,IT WAS VERY DIFFICULT AT FIRST BUT SINCE SEEFOR FADAMA INTERVENTION EVERYTHING STARTED GOING WELL AND SMOOTHLY,Yes,MORTALITY AND LACK OF POWER,,,,,,,OMORUYI ADESUWA FAITH,1568625641107.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37038056,faf91bf9-99bf-4edf-a012-72ee9e11f4b5,2019-09-16T11:23:09,,34
2019-09-17T09:50:36.341+01,EDO,OVIA SOUTH EAST,FLOURISH,UNITY OIL PALM FARMERS COOPERATIVE SOCIETY,CROP PRODUCTION,Oil Palm,,,,,,,,1200000,624000,576000,624000,20-03-17,Completed,4 - 6 Months,10,10,10,Capacity building services Advisory Services Input Support,1,1,0,1,12,12,5,10,5,5,5,6,0,0,0,6,0,2,,,,,50,1,0,1568711064469.jpg,1568711102595.jpg,6.48534269 5.42840277 89.3397216796875 3.216,6.48534269,5.42840277,89.33972168,3.216,IMPROVED THE STANDARD OF LIVING.,Yes,HERDSMEN DO ATTACK OUR CROPS,Others,0,0,0,1,ATTACK BY HERDSMAN,ADENIJI ADEWUMI,1568711319552.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37122002,84598743-10fe-4aa4-b340-1438ae0dd419,2019-09-17T15:17:54,,35
2019-09-17T10:12:02.013+01,EDO,OVIA SOUTH EAST,FLOURISH,FARM HOUSE CASSAVA,CROP PRODUCTION,Cassava,,,,,,,,890000,563000,327000,563000,20-03-17,Completed,7 - 9 Months,2,12,12,Capacity building services Advisory Services Input Support,1,1,0,1,12,12,4,7,5,7,5,8,4,0,0,8,4,2,,,,,400,3,120000,1568712264623.jpg,1568712293566.jpg,6.48578482 5.42991362 118.901611328125 4.288,6.48578482,5.42991362,118.9016113,4.288,"INTERVTION HAS HELPED US TO PAY SCHOOL FEES, PROCURED MOTORCYCLE FOR EVACUATION OF PRODUCTS FROM FARM",No,,Others,0,0,0,1,HERDSMEN ATTACK ON PRODUCTS,ADENIJI ADEWUMI,1568712564845.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37122005,ffdaedd4-ba59-4ee1-a822-ff9bb2d81c14,2019-09-17T15:17:59,,36
2019-09-17T10:35:19.854+01:00,EDO,OVIA SOUTH EAST,FLOURISH,AGATE FADAMA III POULTRY,POULTRY,,,,Layers,,,,,936000,655200,280800,936000,20-03-17,Completed,4 - 6 Months,2,12,12,Capacity building services Advisory Services Input Support,1,1,0,1,24,24,4,6,6,12,6,7,0,3,,4,0,,,,1000,60,,3,200000,1568713493578.jpg,1568713536627.jpg,6.495453333333334 5.424729999999999 78.3 2.7,6.495453333,5.42473,78.3,2.7,QUALITY OF PRODUCTION HAS IMPROVED AND EXPANSION OF POULTRY,Yes,POWER SUPPLY,,,,,,,IKPEFAN ANTHONY,1568713860514.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37121878,2c8f5ac9-1f33-4ff2-a293-5ccdeea223dd,2019-09-17T15:15:23,,37
2019-09-17T10:51:52.844+01,EDO,OVIA SOUTH EAST,FLOURISH,EBEWELE CASSAVA FARMER,CROP PRODUCTION,Cassava,,,,,,,,890000,563000,327000,563000,20-03-17,Completed,7 - 9 Months,2,12,12,Capacity building services Advisory Services Input Support,1,1,0,1,24,2,5,6,6,6,6,10,0,0,0,10,0,5,,,,,25000,4,230000,1568714419215.jpg,1568714443189.jpg,6.49572538 5.42498224 101.1761474609375 4.288,6.49572538,5.42498224,101.1761475,4.288,BUILT MY PERMANENT HOUSE IN BENIN,Yes,MORE FUNDS,,,,,,,OLADERU DAYO,1568714571740.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37122007,24569a82-1549-44d9-894b-20c073b1a5de,2019-09-17T15:18:03,,38
2019-09-17T11:06:55.272+01,EDO,OVIA SOUTH EAST,FLOURISH,OBAREMEN WOMEN ALLIANCE,CROP PRODUCTION,Cassava,,,,,,,,890000,563000,327000,563000,20-03-17,Completed,7 - 9 Months,2,22,22,Capacity building services Advisory Services Input Support,1,1,0,1,12,12,5,0,22,0,22,10,5,0,0,10,5,3,,,,,25000,3,150000,1568715711621.jpg,1568715771306.jpg,6.5006999 5.3932768 117.61151123046875 3.216,6.5006999,5.3932768,117.6115112,3.216,IMPROVED STANDARD OF LIVING,No,,,,,,,,ADENIJI ADEWUMI,1568715938457.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37122011,2c70a4c1-df99-4288-b474-58cc94b26b33,2019-09-17T15:18:07,,39
2019-09-17T12:30:18.935+01:00,EDO,OVIA SOUTH EAST,ALAGHODARO,TRINITY,CROP PRODUCTION,Plantain,,,,,,,,198600,132000,66580,132000,09-06-14,Completed,7 - 9 Months,2,11,11,Capacity building services Advisory Services Input Support,1,1,0,1,12,12,4,4,11,4,7,5,,0,0,5,0,20,,,,,,6,320000,1568721439079.jpg,1568721460382.jpg,6.558296666666666 5.287181666666667 122.6 4.8,6.558296667,5.287181667,122.6,4.8,IMPROVED STANDARD OF LIVING FOR OUR FAMILIES,Yes,MORE INTERVENTION,,,,,,,IKPEFAN ANTHONY,1568720553364.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37122013,2ff0094c-37fb-4974-9338-e8777e92f094,2019-09-17T15:18:09,,40
2019-09-17T13:07:43.909+01:00,EDO,OVIA SOUTH EAST,ALAGODARO,ASOSA CASSAVA PRODUCTION,PROCESSING,,,,,Cassava Processing,,,,440000,308000,132000,440000,09-06-14,Completed,4 - 6 Months,2,11,11,Capacity building services Advisory Services Input Support,1,1,0,1,12,12,5,6,5,6,5,3,2,2,,3,,,,,,,200,1000,120000,1568727985512.jpg,1568728005782.jpg,6.5615033333333335 5.319183333333332 99.4 4.1,6.561503333,5.319183333,99.4,4.1,IT HAS IMPROVE THE LIFE OF FARMERS AROUND THE COMMUNITY,Yes,POWER IS A PROBLEM,,,,,,,IKPEFAN ANTHONY,1568722881421.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37122016,cfd51eb6-2e86-4128-8118-04af6a9b235b,2019-09-17T15:18:11,,41
2019-09-17T11:36:15.864+01,EDO,OVIA SOUTH EAST,ALAGHODARO,AKUGBE OIL PALM,PROCESSING,,,,,Palm Oil Processing,,,,500000,350000,150000,350000,09-06-14,Completed,4 - 6 Months,3,11,11,Capacity building services Advisory Services Input Support,1,1,0,1,8,12,6,6,5,6,5,10,5,8,3,2,2,3,,,,,9000,5,300000,1568717968186.jpg,1568718001969.jpg,6.46946157 5.32521837 127.552490234375 4.288,6.46946157,5.32521837,127.5524902,4.288,IMPROVED STANDARD OF LIVING,No,,,,,,,,ADENIJI ADEWUMI,1568718101324.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37122017,ef4ce2f3-5999-40c1-b356-18e6d69a67fe,2019-09-17T15:18:12,,42
2019-09-17T13:23:04.363+01:00,EDO,OVIA SOUTH EAST,ALAGODARO,UNITY COOPERATIVE FARMERS,CROP PRODUCTION,Cassava,,,,,,,,191600,130120,61480,130120,09-06-14,Completed,7 - 9 Months,2,11,11,Capacity building services Advisory Services Input Support,1,1,0,1,12,12,5,7,4,7,4,3,2,0,0,5,2,17,,,,,,5,230000,1568723860769.jpg,1568723889947.jpg,6.567275 5.292925 123.0 4.7,6.567275,5.292925,123,4.7,IT BOASTED OUR FINANCIAL STATUE,Yes,MORE FUNDING AND MARKET LINKAGE,,,,,,,IKPEFAN ANTHONY,1568723519641.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37122021,97489ccd-221a-4cce-84de-9aad824d990b,2019-09-17T15:18:15,,43
2019-09-17T12:30:17.557+01,EDO,OVIA SOUTH EAST,ALAGHODARO,IYOBOSA,CROP PRODUCTION,Others,,,,,,,,199200,130400,68800,130400,09-06-14,Completed,7 - 9 Months,2,10,10,Capacity building services Advisory Services Input Support,1,1,0,1,8,12,5,0,10,0,10,6,0,0,0,6,0,25,,,,,,4,250000,1568721099359.jpg,1568721126790.jpg,6.55817165 5.28893569 124.91522216796875 4.288,6.55817165,5.28893569,124.9152222,4.288,IMPROVED STANDARD OF LIVING,No,,,,,,,,ADENIJI ADEWUMI,1568721163293.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37122024,6d68bf0e-162d-4f7d-a1fc-cd854f511b46,2019-09-17T15:18:17,,44
2019-09-17T13:07:45.748+01,EDO,OVIA SOUTH EAST,ALAGHODARO,MARK MAIZE,CROP PRODUCTION,Maize,,,,,,,,221800,146660,75140,146660,09-06-14,Completed,1 - 3 Months,2,13,13,Capacity building services Advisory Services Input Support,1,1,0,1,24,12,4,6,7,6,7,8,0,0,0,8,0,,,,,,,12,320000,1568723026140.jpg,1568723053742.jpg,6.56450561 5.29062527 140.7979736328125 4.288,6.56450561,5.29062527,140.7979736,4.288,EXPANSION OF FARM LAND,No,,,,,,,,OLADERU DAYO,1568722402048.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37122028,2f394076-cb3a-4cf1-89ef-a5918db7a731,2019-09-17T15:18:21,,45
2019-09-16T11:29:52.626+01,EDO,OREDO,GREAT MINDS,MASS WEST MPCS,FISHERY,,Fish Pond,,,,,,,930000,631000,299000,631000,16-08-18,Completed,,2,10,10,Capacity building services Advisory Services Input Support,1,1,0,1,24,24,10,8,2,8,2,5,1,2,1,3,0,,1600,,,,,2,355000,1568632260468.jpg,1568632107018.jpg,6.274303333333334 5.5910649999999995 66.8 4.8,6.274303333,5.591065,66.8,4.8,"IT HAS ENHANCED PRODUCTION, INCREASED HOLDINGS.",Yes,NO CONSTANT POWER SUPPLY,,,,,,,OMORUYI ADESUWA FAITH,1568632368134.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37136792,370d2dfe-f2d9-431b-96a8-c2ce391d098f,2019-09-17T19:04:49,,46
2019-09-16T12:43:01.036+01,EDO,OREDO,GODS FAVOR,ELECT RACE,POULTRY,,,,Layers,,,,,329500,210650,118850,210650,16-06-15,Completed,4 - 6 Months,5,10,10,Capacity building services Advisory Services Input Support,1,1,0,1,12,12,30,7,3,7,3,2,,2,0,0,0,,,,3000,75,,5,530000,1568635424336.jpg,1568635496417.jpg,6.2785850000000005 5.5708666666666655 62.1 4.6,6.278585,5.570866667,62.1,4.6,IT HAS INCREASED INCOME AND PRODUCTION AND ACQUISITION OF ASSET AND EXPANSION OF THE BUSINESS,Yes,LACK OF FINANCE TO BUY CAGES AND MORE BIRDS,Others,0,0,0,1,BIRD INFECTION,OMORUYI ADESUWA FAITH,1568635539371.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37136805,d84f2876-4dce-4c66-9376-34b88d324cc3,2019-09-17T19:05:05,,47
2019-09-16T13:59:28.200+01,EDO,OREDO,GREAT MIND,RAMI AQUATIC MPCS,FISHERY,,Fish Pond,,,,,,,950000,665000,285000,665000,16-08-18,Completed,,2,10,10,Capacity building services Advisory Services Input Support,1,1,0,1,12,12,30,5,5,5,5,7,6,5,4,2,2,,2000,,,,,2,150000,1568641608348.jpg,1568641635993.jpg,6.327145 5.608434999999999 90.8 4.3,6.327145,5.608435,90.8,4.3,PRODUCTION HAS INCREASED AND INCOME EXPANSION,Yes,LACK OF POWER SUPPLY,,,,,,,OMORUYI ADESUWA FAITH,1568641798428.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37136813,2567fa8a-ad07-4164-9763-fbd9aff82c57,2019-09-17T19:05:17,,48
2019-09-16T16:19:25.169+01,EDO,OREDO,IRHUE-NOWINA,IYEKOGBA UNITED MPCS,CROP PRODUCTION,Cassava,,,,,,,,850000,543000,307000,543000,16-08-18,Completed,10 - 12 Months,2,10,10,Capacity building services Advisory Services Input Support,1,1,0,1,12,12,34,8,2,8,2,16,5,9,5,7,0,15,,,,,,3,353000,1568652466999.jpg,1568652516539.jpg,6.2222800000000005 5.556965000000001 33.1 4.1,6.22228,5.556965,33.1,4.1,ITS HAS IMPROVED ON THEIR HOUSEHOLD INCOME AND THEIR HOLDINGS HAS ALSO INCREASED,Yes,RODENT,Others,0,0,0,1,HERDSMEN,OMORUYI ADESUWA FAITH,1568652877290.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37136820,97003713-9787-46c3-85ae-a4c515e20f73,2019-09-17T19:05:31,,49
2019-09-18T10:19:33.081+01,EDO,OVIA NORTH EAST,AGBAMA,AJANGBA,FISHERY,,Fish Pond,,,,,,,690000,453000,237000,453000,06-09-16,Completed,1 - 3 Months,2,16,16,Capacity building services Advisory Services Input Support,1,1,0,1,24,2,5,9,7,9,7,6,,6,,2,,,1000,,,,,4,148000,1568799900351.jpg,1568799950443.jpg,6.796298333333334 5.482928333333333 153.1 3.0,6.796298333,5.482928333,153.1,3,PROVIDED SOURCE OF INCOME,Yes,LACK OF POWER AND COST OF FEED,,,,,,,OMORUYI ADESUWA FAITH,1568800078554.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37198391,967826e9-1e3e-4618-a607-f5a2ca8a6dff,2019-09-18T15:48:41,,50
2019-09-18T10:53:55.016+01,EDO,OVIA NORTH EAST,AGBAMA,AKUGBE,CROP PRODUCTION,Cassava,,,,,,,,549000,371800,177200,371800,06-09-16,Completed,10 - 12 Months,2,25,25,Capacity building services Advisory Services Input Support,1,1,0,1,24,2,6,14,11,14,11,6,,,,6,,15,,,,,,3,220000,1568806460116.jpg,1568806503515.jpg,6.796623333333334 5.485291666666666 133.4 4.5,6.796623333,5.485291667,133.4,4.5,BOOSTED PRODUCTION AND CREATED SOURCE OF INCOME,Yes,LACK OF FINANCE TO DO MORE EXPANSION,,,,,,,OMORUYI ADESUWA FAITH,1568801067545.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37198402,305a682a-9acd-4933-8086-3c207dd459e2,2019-09-18T15:48:52,,51
2019-09-18T12:44:08.313+01,EDO,OVIA NORTH EAST,AGBAMA,GIAGBAMA,CROP PRODUCTION,Cassava,,,,,,,,549000,371800,177200,371800,06-09-16,Completed,10 - 12 Months,2,25,25,Capacity building services Advisory Services Input Support,1,1,0,1,24,2,5,15,10,15,10,2,3,,,8,,20,,,,,,3,170000,1568808634244.jpg,1568808652198.jpg,6.7959249999999995 5.491433333333333 147.3 3.3,6.795925,5.491433333,147.3,3.3,SOURCE OF EMPLOYMENT AND INCOME,No,,,,,,,,OMORUYI ADESUWA FAITH,1568807531553.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37198419,79e3737e-315c-4984-a840-ec83b553948e,2019-09-18T15:49:08,,52
2019-09-18T13:21:41.848+01,EDO,OVIA NORTH EAST,AGBAMA,EDOHEN,PROCESSING,,,,,Palm Oil Processing,,,,700000,490000,210000,490000,06-09-16,Completed,4 - 6 Months,1,16,16,Capacity building services Advisory Services Input Support,1,1,0,1,24,2,6,10,6,10,6,45,15,15,15,20,10,,,,,,100,4,320000,1568810506965.jpg,1568810540669.jpg,6.791548333333333 5.472528333333334 151.8 3.7,6.791548333,5.472528333,151.8,3.7,IT HAS INCREASED REVENUE,No,,,,,,,,OMORUYI ADESUWA FAITH,1568809861772.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37198448,893bc19a-42aa-4709-9efb-a8ef9d45a575,2019-09-18T15:49:21,,53
2019-09-18T10:20:48.977+01:00,EDO,OVIA NORTH EAST,AGBAMA,SOKPUWU,FISHERY,,Fish Pond,,,,,,,690000,453000,237000,453000,06-09-16,Completed,1 - 3 Months,2,20,20,Capacity building services Advisory Services Input Support,1,1,0,1,24,2,6,15,5,15,5,5,0,5,0,2,0,,800,,,,,4,150000,1568799965263.jpg,1568800026748.jpg,6.796411666666668 5.48304 150.6 3.3,6.796411667,5.48304,150.6,3.3,SOURCE OF LIVEHOOD TO THE COMMUNITY,Yes,HIGH COST OF FISH FEED,,,,,,,OBASOGIE ELVIS,1568800233185.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37202328,bf124017-a5a1-41a0-8d6f-8f832d26dec2,2019-09-18T16:39:38,,54
2019-09-18T10:54:02.210+01:00,EDO,OVIA NORTH EAST,AGBAMA,OSARETIN MULTIPURPOSE,CROP PRODUCTION,Cassava,,,,,,,,549000,371800,177200,371800,06-09-16,Completed,10 - 12 Months,2,25,25,Capacity building services Advisory Services Input Support,1,1,0,1,24,2,4,17,8,17,8,5,,0,0,5,0,15,,,,,,3,180000,1568806507692.jpg,1568806526398.jpg,6.795085 5.490728333333334 128.1 4.6,6.795085,5.490728333,128.1,4.6,SOURCE OF LIVEHOOD FOR THE FARMERS INVOLVE,Yes,LACK OF FUND,,,,,,,OBASOGIE ELVIS,1568801102652.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37202329,e0d2306c-b6dc-4af8-a0a1-2cfa22c0e443,2019-09-18T16:39:41,,55
2019-09-18T12:45:41.526+01:00,EDO,OVIA NORTH EAST,AGBAMA,AIHUOBABEKUN,CROP PRODUCTION,Cassava,,,,,,,,650000,445000,205000,445000,06-09-16,Completed,10 - 12 Months,2,25,25,Capacity building services Advisory Services Input Support,1,1,0,1,24,2,6,23,2,23,2,2,3,0,0,7,0,18,,,,,,3,230000,1568808750602.jpg,1568808768139.jpg,6.777566666666667 5.499886666666667 129.0 4.9,6.777566667,5.499886667,129,4.9,IMPROVE LIVEHOOD OF THE FARMERS,No,,,,,,,,OBASOGIE ELVIS,1568807767145.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37202333,663b3b53-21fd-48b3-a998-0f83a21c3b6e,2019-09-18T16:39:45,,56
